manufacturer,model,year,price,mileage,location,transmission,fuel_type,grade,car_condition,car_age
Toyota,Camry,2010,3370000,95650,Abuja,automatic,Petrol,E,Nigerian used,11
Toyota,Avalon,2006,2035000,240065,Abuja,automatic,Petrol,E,Nigerian used,15
Peugeot,406,2004,1032500,266745,Abuja,manual,Petrol,D,Nigerian used,17
Honda,Pilot,2009,2157500,89701,Lagos,automatic,Petrol,E,Nigerian used,12
Volkswagen,CC,2013,2485000,85793,Abuja,automatic,Petrol,D,Nigerian used,8
Toyota,Camry,1998,695000,177341,Abuja,automatic,Petrol,D,Nigerian used,23
Toyota,Venza,2009,4407500,111974,Kaduna,automatic,Petrol,C,Nigerian used,12
Mitsubishi,L200,2013,2832500,125412,Ilorin,manual,Petrol,C,Nigerian used,8
Honda,Accord,2003,1145000,136395,Abuja,automatic,Petrol,C,Nigerian used,18
Toyota,Venza,2009,4520000,160532,Abuja,automatic,Petrol,C,Nigerian used,12
Infiniti,Qx,1999,920000,142622,Owerri,automatic,Petrol,D,Nigerian used,22
Mercedes-Benz,Clk200,2001,1707500,217389,Owerri,automatic,Petrol,C,Foreign used,20
Toyota,Camry,2003,1354000,206369,Lagos,automatic,Petrol,E,Nigerian used,18
Landrover,Lr4,2010,3930000,53941,Lagos,automatic,Petrol,E,Nigerian used,11
Ford,Explorer,2013,3947500,84442,Lagos,automatic,Petrol,D,Nigerian used,8
Jeep,Grand Cherokee,2008,2832500,186623,Lagos,automatic,Petrol,D,Foreign used,13
Hyundai,Tucson,2005,1303750,119552,Lagos,automatic,Petrol,E,Foreign used,16
Acura,Mdx,2004,1145000,192204,Lagos,automatic,Petrol,D,Nigerian used,17
Ford,Focus,2013,1850000,76360,Abuja,automatic,Petrol,C,Nigerian used,8
Toyota,Land Cruiser,2007,3395000,104948,PortHarcourt,automatic,Petrol,D,Nigerian used,14
Chrysler,Pt Cruiser,2002,695000,81377,Ibadan,automatic,Petrol,E,Nigerian used,19
Landrover,Lr3,2005,2832500,117067,PortHarcourt,automatic,Petrol,D,Nigerian used,16
Honda,Civic,2013,2832500,45681,Lagos,automatic,Petrol,C,Nigerian used,8
Buick,Enclave,2010,1697500,295000,Lagos,automatic,Petrol,E,Nigerian used,11
Toyota,Camry,2009,3146000,202408,Lagos,automatic,Petrol,E,Foreign used,12
Ford,Edge,2011,3370000,121833,Lagos,automatic,Petrol,E,Nigerian used,10
Volkswagen,CC,2011,3034000,104671,Lagos,automatic,Petrol,C,Foreign used,10
Nissan,Armada,2007,1932500,124514,Lagos,automatic,Petrol,D,Nigerian used,14
BMW,318i,2005,2607500,241957,Kaduna,automatic,Petrol,C,Foreign used,16
Volkswagen,Golf,1999,695000,244494,Onitsha,automatic,Petrol,D,Nigerian used,22
Mercedes-Benz,E350,2010,5645000,141377,PortHarcourt,automatic,Petrol,C,Nigerian used,11
Lexus,Is,2007,3818000,171442,Lagos,automatic,Petrol,D,Foreign used,14
Volkswagen,Passat,2002,906000,172194,Abuja,automatic,Petrol,D,Nigerian used,19
Honda,Accord,2012,2832500,63491,Abuja,automatic,Petrol,C,Nigerian used,9
BMW,X3,2004,2698000,128357,Owerri,automatic,Petrol,C,Foreign used,17
Lexus,Es 350,2009,4378000,94931,Lagos,automatic,Petrol,E,Foreign used,12
Landrover,Range Rover Sport,2006,1914000,145349,PortHarcourt,automatic,Petrol,E,Nigerian used,15
Lexus,Rx 300,2000,2586000,280167,Owerri,automatic,Petrol,D,Foreign used,21
Nissan,Qashqai,2015,3957500,105207,Lagos,automatic,Petrol,C,Nigerian used,6
Toyota,Prius,2007,1746000,188331,Lagos,automatic,Hybrid,E,Nigerian used,14
Infiniti,Qx,2001,863750,295351,PortHarcourt,automatic,Petrol,D,Nigerian used,20
Hyundai,HD65,2017,7895000,5843,Lagos,manual,Diesel,C,Nigerian used,4
Ford,Expedition,2012,6170000,46762,Lagos,automatic,Petrol,E,Nigerian used,9
Hyundai,Elantra,2013,2138000,117209,Lagos,automatic,Petrol,E,Nigerian used,8
Toyota,Highlander,2004,1802000,138716,Abuja,automatic,Petrol,E,Nigerian used,17
Acura,Mdx,2008,2082000,177728,Abuja,automatic,Petrol,E,Nigerian used,13
Peugeot,206,2004,1914000,315540,Lagos,manual,Diesel,E,Foreign used,17
Toyota,4Runner,2010,7660000,83840,Lagos,automatic,Petrol,D,Foreign used,11
Toyota,Corolla,2008,2810000,86497,Lagos,automatic,Petrol,D,Foreign used,13
Infiniti,G,2007,1634000,321618,Abuja,automatic,Petrol,C,Nigerian used,14
Kia,Optima,2009,1370000,171306,Kaduna,automatic,Petrol,C,Nigerian used,12
Mercedes-Benz,C63 Amg,2013,6770000,44258,Abuja,automatic,Petrol,C,Nigerian used,8
Toyota,Hilux,2010,4714000,264563,Lagos,automatic,Petrol,E,Nigerian used,11
Toyota,Camry,2002,1370000,170813,Lagos,automatic,Petrol,D,Nigerian used,19
Jeep,Grand Cherokee,2008,2147500,186659,Lagos,automatic,Petrol,D,Foreign used,13
Chevrolet,Aveo,2009,962000,103185,Lagos,automatic,Petrol,E,Nigerian used,12
Mitsubishi,L200,2013,2754000,94171,Lagos,manual,Diesel,D,Nigerian used,8
Toyota,Avalon,2005,2382500,113341,Lagos,automatic,Petrol,C,Foreign used,16
Toyota,Camry,2007,2866000,132902,Abuja,automatic,Petrol,C,Nigerian used,14
Nissan,Murano,2010,2495000,47538,Lagos,automatic,Petrol,C,Nigerian used,11
Toyota,Venza,2010,4520000,85502,Lagos,automatic,Petrol,C,Nigerian used,11
Mercedes-Benz,Ml350,2009,5498000,159336,Owerri,automatic,Petrol,C,Foreign used,12
Mercedes-Benz,GLK350,2010,6170000,161289,Abuja,automatic,Petrol,C,Nigerian used,11
Toyota,Corolla,2008,3034000,150267,PortHarcourt,automatic,Petrol,C,Foreign used,13
Honda,Odyssey,2005,1802000,296932,Abuja,automatic,Petrol,D,Nigerian used,16
Nissan,Pathfinder,2006,1032500,145037,Lagos,automatic,Petrol,D,Nigerian used,15
Toyota,Sienna,2007,2810000,255341,Lagos,automatic,Petrol,E,Foreign used,14
Peugeot,307,2002,1145000,278510,Lagos,manual,Petrol,D,Foreign used,19
Mercedes-Benz,Gl450,2010,3395000,122071,Lagos,automatic,Petrol,D,Nigerian used,11
Toyota,Camry,2004,1578000,224049,Lagos,automatic,Petrol,E,Nigerian used,17
Infiniti,G,2009,1538750,157356,Kaduna,automatic,Petrol,C,Nigerian used,12
Opel,Zafira,2004,1595000,252752,Abuja,manual,Petrol,C,Foreign used,17
Toyota,Matrix,2006,1774000,38790,Onitsha,automatic,Petrol,E,Nigerian used,15
Honda,Odyssey,2006,2026000,189935,Abuja,automatic,Petrol,C,Nigerian used,15
Toyota,Highlander,2008,3845000,86273,Lagos,automatic,Petrol,C,Nigerian used,13
Toyota,Corolla,2016,5420000,73507,Lagos,automatic,Petrol,D,Foreign used,5
Landrover,Range Rover HSE,2007,3395000,170995,Lagos,automatic,Petrol,D,Foreign used,14
Toyota,Camry,2012,3395000,165629,Abuja,automatic,Petrol,C,Nigerian used,9
Toyota,Camry,2013,4154000,71510,Abuja,automatic,Petrol,C,Nigerian used,8
Toyota,Sienna,2008,3034000,191878,Lagos,automatic,Petrol,C,Foreign used,13
Toyota,Sienna,2014,5420000,138163,Owerri,automatic,Petrol,C,Nigerian used,7
Lexus,Rx 300,1999,2250000,98454,Abuja,automatic,Petrol,C,Nigerian used,22
Volkswagen,Passat,1997,570000,153560,Lagos,automatic,Petrol,D,Nigerian used,24
Toyota,Corolla,2013,5050000,191983,Lagos,automatic,Petrol,C,Foreign used,8
Nissan,Almera,2005,667666,110045,Ibadan,manual,Petrol,E,Nigerian used,16
Toyota,Rav4,2015,7895000,13278,Ilorin,automatic,Petrol,E,Foreign used,6
Audi,A6,2006,1690000,196431,Lagos,automatic,Petrol,C,Nigerian used,15
Renault,Duster,2004,1707500,29955,Lagos,automatic,Petrol,C,Nigerian used,17
Hyundai,Ix35,2011,4520000,101077,Lagos,automatic,Petrol,C,Nigerian used,10
Lexus,Rx 330,2004,3594000,20922,Owerri,automatic,Petrol,D,Foreign used,17
Toyota,Sienna,1999,807500,159368,Lagos,automatic,Petrol,E,Nigerian used,22
Lexus,Rx 350,2008,4295000,81131,Abuja,automatic,Petrol,C,Nigerian used,13
Toyota,Camry,2003,1595000,266150,Lagos,automatic,Petrol,E,Nigerian used,18
Toyota,Venza,2009,5082500,69422,PortHarcourt,automatic,Petrol,C,Nigerian used,12
Mazda,Cx-7,2011,3594000,94440,Owerri,automatic,Petrol,C,Foreign used,10
Volvo,S80,1999,1145000,46849,PortHarcourt,automatic,Petrol,C,Nigerian used,22
Skoda,Octavia,2008,1130000,155585,Abuja,manual,Petrol,C,Nigerian used,13
Nissan,Pathfinder,1997,695000,285506,Onitsha,automatic,Petrol,D,Nigerian used,24
Toyota,Corolla,2015,5050000,89856,Ibadan,automatic,Petrol,C,Foreign used,6
Toyota,Corolla,2005,2714800,119481,Lagos,automatic,Petrol,C,Foreign used,16
BMW,5 Series,2004,1810000,112233,Lagos,automatic,Petrol,C,Foreign used,17
Toyota,Sienna,2002,1130000,144742,Abuja,automatic,Petrol,D,Nigerian used,19
Lexus,ES300,2002,1578000,67845,Owerri,automatic,Petrol,C,Nigerian used,19
Toyota,Corolla,2011,2250000,162650,Abuja,automatic,Petrol,E,Nigerian used,10
Infiniti,Fx,2003,2026000,147837,Abuja,automatic,Petrol,E,Nigerian used,18
Honda,Accord,2003,962000,227795,Lagos,automatic,Petrol,E,Nigerian used,18
Toyota,Harrier,2005,2270000,73947,Lagos,automatic,Petrol,E,Nigerian used,16
Volkswagen,Golf,1996,413750,121533,Lagos,manual,Petrol,E,Nigerian used,25
Mercedes-Benz,Gl450,2008,2832500,110507,Abuja,automatic,Petrol,E,Nigerian used,13
Toyota,Highlander,2010,5645000,150201,Lagos,automatic,Petrol,D,Foreign used,11
Toyota,Camry,2000,807500,216845,Abuja,automatic,Petrol,C,Nigerian used,21
Toyota,Solara,2006,1354000,197591,Lagos,automatic,Petrol,E,Nigerian used,15
Pontiac,Vibe,2005,1932500,128304,Abuja,automatic,Petrol,C,Nigerian used,16
Honda,Accord,2006,1257500,143974,Abuja,automatic,Petrol,D,Nigerian used,15
Mazda,Cx-7,2009,1753750,194594,Lagos,automatic,Petrol,D,Nigerian used,12
Toyota,Corolla,2001,626000,206322,Ilorin,automatic,Petrol,E,Nigerian used,20
Mitsubishi,L200,2007,1707500,154738,Lagos,manual,Diesel,E,Nigerian used,14
Toyota,Land Cruiser,2000,3395000,164545,Lagos,automatic,Petrol,D,Nigerian used,21
Ford,Fusion,2010,1820000,65320,Lagos,automatic,Petrol,C,Nigerian used,11
Toyota,Avensis,2007,1167500,131352,Lagos,automatic,Petrol,D,Nigerian used,14
Mercury,Villager,1999,797500,169252,Lagos,automatic,Petrol,E,Nigerian used,22
Hyundai,Elantra,2012,3170000,62777,Abuja,automatic,Petrol,C,Nigerian used,9
Honda,Cr-V,2007,1707500,47483,Abuja,automatic,Petrol,C,Nigerian used,14
Mercedes-Benz,C300,2010,3947500,119576,Lagos,automatic,Petrol,C,Nigerian used,11
Honda,Accord,2008,1370000,103850,Owerri,automatic,Petrol,C,Nigerian used,13
Toyota,Camry,2009,3258000,200705,Lagos,automatic,Petrol,C,Foreign used,12
Ford,Explorer,2009,3057500,260003,Lagos,automatic,Petrol,D,Nigerian used,12
Jeep,Liberty,2008,4042000,161314,Abuja,automatic,Petrol,C,Foreign used,13
Toyota,Avensis,2007,1932500,135917,Abuja,automatic,Petrol,C,Nigerian used,14
Ford,Econoline,2009,1242000,101497,Lagos,automatic,Petrol,D,Nigerian used,12
Honda,Pilot,2008,3620000,102898,PortHarcourt,automatic,Petrol,D,Foreign used,13
Mercedes-Benz,Ml350,2006,2607500,159847,Owerri,automatic,Petrol,D,Nigerian used,15
Kia,Cerato,2009,1186000,102633,Lagos,manual,Petrol,D,Nigerian used,12
Lexus,Rx 330,2004,2138000,106879,Lagos,automatic,Petrol,D,Nigerian used,17
Nissan,Altima,2007,1746000,230454,Abuja,automatic,Petrol,D,Foreign used,14
Mercedes-Benz,E350,2007,2026000,305526,Lagos,automatic,Petrol,C,Nigerian used,14
Nissan,Versa,1991,592625,195221,Lagos,manual,Petrol,E,Nigerian used,30
Peugeot,406,1997,570000,113028,Abuja,manual,Petrol,E,Nigerian used,24
Volkswagen,Passat,2013,2270000,61462,Lagos,automatic,Petrol,C,Nigerian used,8
Honda,Cr-V,2007,3057500,306026,Lagos,automatic,Petrol,C,Foreign used,14
Toyota,Highlander,2004,2026000,171386,Lagos,automatic,Petrol,C,Nigerian used,17
Lexus,Rx 300,2000,1538750,293311,Lagos,automatic,Petrol,D,Nigerian used,21
Honda,Odyssey,2004,1360000,247226,Abuja,automatic,Petrol,E,Foreign used,17
Honda,Accord Crosstour,2010,3395000,98345,Abuja,automatic,Petrol,C,Nigerian used,11
Peugeot,307,2002,751250,301989,Abuja,automatic,Petrol,D,Nigerian used,19
Nissan,Versa,2007,1690000,283405,Lagos,automatic,Petrol,E,Foreign used,14
Honda,Civic,2015,5610000,37160,Lagos,automatic,Petrol,D,Foreign used,6
Honda,Pilot,2003,1482500,201470,Owerri,automatic,Petrol,C,Nigerian used,18
Nissan,Xterra,2002,1145000,47379,Owerri,automatic,Petrol,D,Nigerian used,19
Mercedes-Benz,A160,2001,962000,80640,Lagos,manual,Petrol,D,Nigerian used,20
Toyota,Camry,2012,3482000,43758,Owerri,automatic,Petrol,C,Nigerian used,9
Acura,Mdx,2012,5082500,133019,Lagos,automatic,Petrol,D,Foreign used,9
Chevrolet,Nubira,2006,1130000,157197,Lagos,manual,Petrol,D,Foreign used,15
Honda,Pilot,2003,1242000,295724,Abuja,automatic,Petrol,D,Nigerian used,18
Toyota,Camry,2011,3338750,167899,Lagos,automatic,Petrol,C,Foreign used,10
Nissan,Altima,2009,920000,74772,Lagos,automatic,Petrol,D,Nigerian used,12
Ford,Explorer,2002,1242000,92742,Abuja,automatic,Petrol,C,Nigerian used,19
Landrover,Range Rover HSE,2008,4154000,266831,Lagos,automatic,Petrol,C,Nigerian used,13
Toyota,Highlander,2010,3722500,83713,Lagos,automatic,Petrol,D,Nigerian used,11
Lexus,Rx 300,2001,1482500,191700,Owerri,automatic,Petrol,D,Nigerian used,20
Toyota,Avalon,2008,2250000,204581,Lagos,automatic,Petrol,D,Foreign used,13
Mitsubishi,L200,2013,2474000,67452,Lagos,manual,Petrol,D,Nigerian used,8
Toyota,Camry,2012,4955000,105292,PortHarcourt,automatic,Petrol,D,Foreign used,9
Dodge,Ram,2014,4266000,181352,Kaduna,automatic,Petrol,C,Foreign used,7
Ford,Edge,2008,1690000,223091,Abuja,automatic,Petrol,D,Nigerian used,13
Toyota,Camry,1998,1370000,282688,Lagos,automatic,Petrol,D,Nigerian used,23
Lexus,Es 350,2007,2832500,117091,Lagos,automatic,Petrol,D,Foreign used,14
Ford,Escape,2014,3930000,107084,Lagos,automatic,Petrol,E,Nigerian used,7
Toyota,Camry,2011,3620000,110671,Abuja,automatic,Petrol,D,Foreign used,10
Ford,Escape,2005,738000,120348,Lagos,automatic,Petrol,E,Nigerian used,16
Mercedes-Benz,GL450,2006,3706000,96114,Lagos,automatic,Petrol,D,Nigerian used,15
Peugeot,206,2009,1482500,19400,Abuja,automatic,Petrol,C,Nigerian used,12
Mercedes-Benz,G63,2003,7895000,200845,Abuja,automatic,Petrol,C,Nigerian used,18
Toyota,Camry,2007,2270000,196591,Lagos,automatic,Petrol,D,Nigerian used,14
Volvo,S40,2006,1370000,166761,Lagos,automatic,Petrol,D,Nigerian used,15
Nissan,X-Trail,2005,2157500,261428,Ilorin,automatic,Petrol,D,Foreign used,16
Lexus,Rx 350,2010,7850000,67293,Owerri,automatic,Petrol,C,Nigerian used,11
Mercedes-Benz,C300,2008,2832500,130756,Lagos,automatic,Petrol,C,Nigerian used,13
Ford,Explorer,2009,3930000,146113,Lagos,automatic,Petrol,D,Foreign used,12
Toyota,Corolla,2016,4714000,133756,Lagos,automatic,Petrol,D,Foreign used,5
Mitsubishi,L200,2014,2474000,157643,Ibadan,manual,Petrol,D,Nigerian used,7
Toyota,Rav4,2007,2810000,125567,Abuja,automatic,Petrol,C,Nigerian used,14
Toyota,Camry,2004,1466000,194476,Lagos,automatic,Petrol,E,Nigerian used,17
Nissan,Primera,2002,794000,238630,Ilorin,automatic,Petrol,D,Nigerian used,19
Toyota,Avalon,2004,1145000,142939,Onitsha,automatic,Petrol,C,Nigerian used,17
Honda,Pilot,2003,1482500,151451,Abuja,automatic,Petrol,D,Nigerian used,18
Toyota,Rav4,2007,3146000,232545,Lagos,automatic,Petrol,C,Foreign used,14
Toyota,Highlander,2002,1578000,42320,Abuja,automatic,Petrol,D,Nigerian used,19
Mazda,Tribute,2002,682000,112086,Lagos,automatic,Petrol,E,Nigerian used,19
Ford,Explorer,2002,1354000,245960,Abuja,automatic,Petrol,D,Nigerian used,19
Honda,Pilot,2003,1482500,139251,Abuja,automatic,Petrol,C,Nigerian used,18
Toyota,Highlander,2002,2270000,221976,Ibadan,automatic,Petrol,C,Nigerian used,19
Volkswagen,Passat,2012,5050000,120614,Lagos,automatic,Petrol,C,Foreign used,9
Mercedes-Benz,Clk500,2006,1802000,16517,Lagos,automatic,Petrol,D,Foreign used,15
Toyota,Camry,2002,2026000,257150,Lagos,automatic,Petrol,C,Foreign used,19
Toyota,Venza,2009,4407500,45597,Lagos,automatic,Petrol,D,Nigerian used,12
Volkswagen,CC,2009,2045000,123816,Lagos,automatic,Petrol,E,Foreign used,12
Nissan,Xterra,2004,2250000,176271,Lagos,automatic,Petrol,D,Foreign used,17
Toyota,Rav4,2010,5082500,90566,Lagos,automatic,Petrol,E,Foreign used,11
Nissan,Sentra,2013,2045000,154556,Lagos,automatic,Petrol,E,Nigerian used,8
Lexus,Rx 300,2000,1145000,259566,Owerri,automatic,Petrol,D,Nigerian used,21
Toyota,Camry,2017,7895000,63668,Lagos,automatic,Petrol,D,Foreign used,4
Mercedes-Benz,E500,2005,1482500,128011,Lagos,automatic,Petrol,D,Nigerian used,16
Toyota,Avalon,2000,1130000,295438,PortHarcourt,automatic,Petrol,D,Nigerian used,21
Toyota,Highlander,2012,7850000,138345,Abuja,automatic,Petrol,C,Foreign used,9
Acura,Mdx,2004,1914000,167458,Lagos,automatic,Petrol,C,Foreign used,17
Acura,Rdx,2008,1932500,106384,Lagos,automatic,Petrol,D,Nigerian used,13
Kia,Optima,2014,2945000,131045,Abuja,automatic,Petrol,C,Nigerian used,7
Nissan,Rogue,2012,2922000,162211,Abuja,automatic,Petrol,C,Nigerian used,9
Lexus,Is 250,2008,3818000,130165,Lagos,automatic,Petrol,E,Foreign used,13
Ford,Focus,2012,1130000,125997,Lagos,automatic,Petrol,E,Nigerian used,9
Nissan,Armada,2006,1802000,187670,Lagos,automatic,Petrol,E,Foreign used,15
Nissan,Qashqai,2013,2586000,69635,PortHarcourt,automatic,Petrol,D,Nigerian used,8
Toyota,Corolla,2015,6170000,114937,Onitsha,automatic,Petrol,D,Nigerian used,6
Honda,Pilot,2007,2250000,151274,Lagos,automatic,Petrol,C,Foreign used,14
Ford,Focus,2014,1482500,89622,PortHarcourt,automatic,Petrol,D,Nigerian used,7
Toyota,Camry,2011,3370000,95067,Lagos,automatic,Petrol,D,Nigerian used,10
Kia,Optima,2010,2586000,86583,Lagos,automatic,Petrol,C,Foreign used,11
BMW,3 Series,2000,1634000,223655,Kaduna,automatic,Petrol,E,Nigerian used,21
Honda,Accord,2014,6207500,122177,PortHarcourt,automatic,Petrol,C,Nigerian used,7
Toyota,Rav4,2010,6506000,75393,Abuja,automatic,Petrol,C,Foreign used,11
Ford,Mondeo,1997,357500,180332,Lagos,automatic,Petrol,E,Nigerian used,24
Hyundai,Sonata,2006,2250000,160724,Abuja,automatic,Petrol,C,Foreign used,15
Volvo,S40,2001,582500,171708,PortHarcourt,automatic,Petrol,D,Nigerian used,20
Chevrolet,Equinox,2012,7332500,7599,Abuja,automatic,Petrol,C,Nigerian used,9
Mitsubishi,Outlander,2009,3146000,86283,Ilorin,automatic,Petrol,C,Foreign used,12
Nissan,Pathfinder,2001,695000,184996,Lagos,automatic,Petrol,D,Nigerian used,20
Acura,Tl,2005,1354000,178644,Abuja,automatic,Petrol,D,Nigerian used,16
Toyota,Avalon,2011,4126250,122287,Lagos,automatic,Petrol,D,Foreign used,10
BMW,7 Series,2008,4171250,78075,Lagos,automatic,Petrol,C,Foreign used,13
Toyota,Rav4,2010,3370000,121504,Lagos,automatic,Petrol,E,Foreign used,11
Hyundai,Accent,2012,1932500,149511,Abuja,automatic,Petrol,E,Nigerian used,9
Toyota,Sienna,2007,3482000,89421,Lagos,automatic,Petrol,E,Foreign used,14
Peugeot,307,2004,1763750,193826,Abuja,automatic,Petrol,C,Foreign used,17
Kia,Cerato,2015,2250000,74169,Lagos,automatic,Petrol,E,Nigerian used,6
Kia,Optima,2012,3057500,139498,Abuja,automatic,Petrol,D,Nigerian used,9
Mercedes-Benz,Ml350,2011,4490000,85333,Ibadan,automatic,Petrol,E,Foreign used,10
Toyota,Tundra,2007,6730000,113100,Abuja,automatic,Petrol,C,Nigerian used,14
Nissan,Altima,2008,1572500,210271,Lagos,automatic,Petrol,D,Foreign used,13
Toyota,Rav4,2009,4070000,219528,Lagos,automatic,Petrol,C,Foreign used,12
Pontiac,Aztek,2001,863750,238746,Lagos,automatic,Petrol,E,Nigerian used,20
Mitsubishi,L200,2014,2474000,60005,Ibadan,manual,Petrol,D,Nigerian used,7
Acura,Mdx,2002,1690000,143436,Lagos,automatic,Petrol,E,Nigerian used,19
Toyota,4Runner,1999,638750,204360,PortHarcourt,automatic,Petrol,D,Nigerian used,22
GAC,GA3-S,2019,7895000,1884,Lagos,automatic,Petrol,B,Nigerian used,2
Acura,Mdx,2011,7850000,150689,Lagos,automatic,Petrol,D,Nigerian used,10
Landrover,Freelander,2002,1370000,249647,Abuja,automatic,Petrol,D,Nigerian used,19
Mercedes-Benz,Ml350,2007,4070000,168826,PortHarcourt,automatic,Petrol,C,Foreign used,14
Mercedes-Benz,C280,2006,1130000,328811,Lagos,automatic,Petrol,E,Nigerian used,15
Jeep,Cherokee,1998,962000,282072,Abuja,automatic,Petrol,E,Nigerian used,23
Pontiac,Vibe,2008,2776250,152984,Abuja,automatic,Petrol,C,Foreign used,13
Mazda,Cx-7,2008,2551250,160860,Lagos,automatic,Petrol,D,Foreign used,13
Ford,Flex,2010,4520000,107124,Abuja,automatic,Petrol,C,Foreign used,11
Acura,Mdx,2007,3620000,95465,Owerri,automatic,Petrol,C,Foreign used,14
Peugeot,406,2008,695000,261624,Lagos,automatic,Petrol,E,Nigerian used,13
Toyota,Rav4,2009,4266000,92703,Lagos,automatic,Petrol,C,Foreign used,12
Mercedes-Benz,Ml350,2008,3957500,146450,Owerri,automatic,Petrol,C,Nigerian used,13
Toyota,Venza,2012,4490000,104550,Abuja,automatic,Petrol,C,Nigerian used,9
Cadillac,Cts,2012,5610000,147543,Abuja,automatic,Petrol,C,Foreign used,9
Hyundai,Sonata,2012,2026000,115144,Lagos,automatic,Petrol,D,Nigerian used,9
Toyota,Corolla,2017,6730000,13993,Lagos,automatic,Petrol,E,Foreign used,4
Lexus,Rx 300,1999,1538750,278856,Abuja,automatic,Petrol,D,Nigerian used,22
Mercedes-Benz,C200,1997,1088750,191587,Owerri,automatic,Petrol,C,Nigerian used,24
Suzuki,Vitara,2006,1634000,133841,Kaduna,automatic,Petrol,D,Nigerian used,15
Volkswagen,Passat,2011,2935000,1052,Lagos,automatic,Petrol,C,Foreign used,10
Lexus,Es 350,2007,4154000,180190,Owerri,automatic,Petrol,C,Foreign used,14
Mercedes-Benz,C240,2000,2270000,303436,PortHarcourt,automatic,Petrol,C,Foreign used,21
Toyota,Highlander,2006,3930000,223346,Owerri,automatic,Petrol,D,Foreign used,15
Lexus,Es,2004,1917000,196350,Lagos,automatic,Petrol,C,Nigerian used,17
Mercedes-Benz,E350,2010,5610000,173113,Lagos,automatic,Petrol,C,Foreign used,11
Mazda,Mpv,2000,1032500,230900,Lagos,automatic,Petrol,D,Nigerian used,21
Landrover,Range Rover Sport,2008,3930000,116707,Lagos,automatic,Petrol,D,Nigerian used,13
Toyota,Camry,2007,1970000,75203,Lagos,automatic,Petrol,D,Nigerian used,14
Mercedes-Benz,A140,2001,906000,274011,Lagos,manual,Petrol,C,Nigerian used,20
Toyota,Camry,2007,2270000,109980,Owerri,automatic,Petrol,D,Nigerian used,14
Toyota,Land Cruiser Prado,2006,3930000,80554,Lagos,automatic,Petrol,D,Nigerian used,15
Mercedes-Benz,Cl500,2006,2026000,145856,Lagos,automatic,Petrol,C,Foreign used,15
Toyota,Avensis,2004,1018000,154400,Ibadan,manual,Petrol,E,Nigerian used,17
Mercedes-Benz,R350,2008,2250000,188550,Lagos,automatic,Petrol,D,Nigerian used,13
Toyota,Rav4,2006,3930000,76752,Ibadan,automatic,Petrol,D,Nigerian used,15
Toyota,Camry,2012,3594000,48218,Lagos,automatic,Petrol,C,Nigerian used,9
Mitsubishi,SpaceStar,1995,2045000,337469,Lagos,manual,Diesel,E,Foreign used,26
Mercedes-Benz,Ml350,2006,2810000,219657,Lagos,automatic,Petrol,C,Nigerian used,15
Nissan,Qashqai,2013,1932500,60946,Lagos,automatic,Petrol,D,Nigerian used,8
Lexus,GX470,2005,3146000,233996,PortHarcourt,automatic,Petrol,D,Nigerian used,16
Hyundai,Sonata,2014,3930000,81017,Lagos,automatic,Petrol,C,Foreign used,7
Toyota,Camry,2002,1032500,242178,PortHarcourt,automatic,Petrol,D,Nigerian used,19
Toyota,Camry,2012,4490000,95735,Ibadan,automatic,Petrol,C,Foreign used,9
Toyota,Highlander,2002,1370000,192414,Abuja,automatic,Petrol,C,Nigerian used,19
Mini,Cooper,2002,1200000,127279,PortHarcourt,manual,Petrol,D,Nigerian used,19
Nissan,X-Trail,2008,1595000,130367,PortHarcourt,automatic,Petrol,D,Nigerian used,13
Mercedes-Benz,Gl550,2009,3957500,115678,PortHarcourt,automatic,Petrol,C,Nigerian used,12
Landrover,Range Rover Sport,2012,5645000,95749,Lagos,automatic,Petrol,D,Nigerian used,9
Chevrolet,Tracker,2004,797500,143280,Lagos,automatic,Petrol,E,Nigerian used,17
Mercedes-Benz,G500,2003,6207500,102432,Lagos,automatic,Petrol,C,Nigerian used,18
Lexus,ES300,2002,1914000,147544,Lagos,automatic,Petrol,D,Nigerian used,19
Hyundai,Sonata,2012,3845000,221823,Lagos,automatic,Petrol,C,Foreign used,9
Toyota,Corolla,2009,2810000,126406,Ibadan,automatic,Petrol,E,Foreign used,12
Mercedes-Benz,C240,2002,1482500,79656,Abuja,automatic,Petrol,C,Nigerian used,19
Lexus,Es 350,2008,2607500,109160,Onitsha,automatic,Petrol,E,Nigerian used,13
Acura,Mdx,2002,1257500,228505,Lagos,automatic,Petrol,E,Nigerian used,19
Toyota,Sienna,2007,2270000,211674,PortHarcourt,automatic,Petrol,C,Nigerian used,14
Honda,Accord Crosstour,2010,4266000,119548,Lagos,automatic,Petrol,C,Foreign used,11
Mercedes-Benz,E350,2010,5946000,98169,Lagos,automatic,Petrol,C,Foreign used,11
Toyota,Camry,2012,4295000,79380,Ilorin,automatic,Petrol,D,Foreign used,9
Toyota,Rav4,2008,2101250,67198,Abuja,automatic,Petrol,D,Nigerian used,13
Pontiac,G6,2007,2250000,33594,Abuja,automatic,Petrol,C,Nigerian used,14
Toyota,Sienna,2004,1130000,36751,Owerri,automatic,Petrol,D,Nigerian used,17
Toyota,Venza,2012,5498000,82991,Abuja,automatic,Petrol,D,Nigerian used,9
