manufacturer,model,year,price,mileage,location,transmission,fuel_type,grade,car_condition,car_age
Mercedes-Benz,C200,2001,863750,289577,Abuja,automatic,Petrol,D,Nigerian used,20
Ford,Edge,2010,3146000,198387,Owerri,automatic,Petrol,D,Foreign used,11
Volkswagen,Passat,2005,976250,40029,Ibadan,automatic,Petrol,E,Nigerian used,16
Lexus,Gx,2007,4490000,71648,Lagos,automatic,Petrol,D,Nigerian used,14
Toyota,Camry,2008,2776250,152918,Ibadan,automatic,Petrol,D,Foreign used,13
Toyota,Land Cruiser,2001,2270000,105207,Lagos,automatic,Petrol,D,Nigerian used,20
Toyota,Camry,2007,1802000,182144,Abuja,automatic,Petrol,D,Nigerian used,14
Nissan,Armada,2004,1145000,93279,Ibadan,automatic,Petrol,C,Nigerian used,17
Toyota,Highlander,2012,5610000,196343,Lagos,automatic,Petrol,C,Nigerian used,9
Honda,Pilot,2004,920000,129183,Lagos,automatic,Petrol,E,Nigerian used,17
Hyundai,Sonata,2014,4490000,51564,Abuja,automatic,Petrol,C,Nigerian used,7
Honda,Pilot,2012,4295000,64183,Lagos,automatic,Petrol,D,Nigerian used,9
Toyota,Venza,2013,6954000,153819,Onitsha,automatic,Petrol,C,Foreign used,8
Toyota,Corolla,2010,2922000,238939,Abuja,automatic,Petrol,C,Nigerian used,11
Nissan,Xterra,2007,863750,155004,PortHarcourt,automatic,Petrol,D,Nigerian used,14
Kia,Rio,2009,807500,198296,Abuja,manual,Petrol,D,Nigerian used,12
Ford,Edge,2011,3732500,55370,Lagos,automatic,Petrol,D,Nigerian used,10
Toyota,Camry,2002,1354000,233687,Lagos,automatic,Petrol,C,Nigerian used,19
Acura,Mdx,2007,2495000,67274,Lagos,automatic,Petrol,E,Nigerian used,14
Hyundai,Santa Fe,2004,906000,201636,Lagos,automatic,Petrol,D,Nigerian used,17
Toyota,Highlander,2002,2698000,232588,Ibadan,automatic,Petrol,D,Foreign used,19
Kia,Sorento,2006,2045000,147370,Lagos,automatic,Petrol,E,Foreign used,15
Ford,Focus,2012,2326250,132307,Abuja,automatic,Petrol,C,Nigerian used,9
Honda,Cr-V,1998,682000,183516,PortHarcourt,automatic,Petrol,E,Nigerian used,23
Ford,Edge,2007,2250000,101171,Abuja,automatic,Petrol,D,Nigerian used,14
Toyota,Matrix,2004,1466000,126255,Lagos,automatic,Petrol,D,Nigerian used,17
Toyota,Sienna,2011,4520000,140995,Lagos,automatic,Petrol,D,Foreign used,10
Ford,Edge,2012,4378000,138185,PortHarcourt,automatic,Petrol,C,Foreign used,9
Nissan,Primera,2007,738000,226132,Ibadan,automatic,Petrol,E,Nigerian used,14
Landrover,Range Rover Sport,2010,5610000,20180,Lagos,automatic,Petrol,D,Nigerian used,11
Toyota,Corolla,2013,2250000,132171,Lagos,automatic,Petrol,D,Nigerian used,8
Volkswagen,Passat,2012,2270000,43972,Lagos,automatic,Petrol,C,Nigerian used,9
Toyota,Highlander,2004,3170000,158967,Owerri,automatic,Petrol,E,Foreign used,17
Nissan,Armada,2004,2270000,52194,Lagos,automatic,Petrol,E,Nigerian used,17
Nissan,Murano,2005,906000,243953,Lagos,automatic,Petrol,E,Nigerian used,16
Toyota,Corolla,2009,2250000,97722,Lagos,automatic,Petrol,D,Nigerian used,12
Toyota,Highlander,2008,5610000,175325,Lagos,automatic,Petrol,C,Foreign used,13
Mercedes-Benz,C240,2005,1595000,114234,Lagos,automatic,Petrol,C,Foreign used,16
Mercedes-Benz,C240,2001,1482500,115355,Abuja,automatic,Petrol,C,Nigerian used,20
Toyota,Rav4,2006,1876250,144637,Ibadan,automatic,Petrol,E,Nigerian used,15
Landrover,Discovery,2006,2832500,58180,Abuja,automatic,Petrol,C,Nigerian used,15
Hummer,H3,2006,4266000,64593,Ilorin,automatic,Petrol,C,Nigerian used,15
Renault,Megane,2002,514000,298958,Lagos,automatic,Petrol,E,Nigerian used,19
Landrover,Range Rover Sport,2006,2270000,76760,PortHarcourt,automatic,Petrol,D,Nigerian used,15
Honda,Civic,2006,751250,322325,Lagos,manual,Petrol,E,Nigerian used,15
Toyota,Highlander,2009,6170000,90161,Abuja,automatic,Petrol,D,Foreign used,12
Toyota,Sienna,2011,6207500,60579,Lagos,automatic,Petrol,C,Foreign used,10
Toyota,Avanza,2007,1354000,71475,Abuja,manual,Petrol,D,Nigerian used,14
Honda,Civic,2007,1585000,249266,Lagos,manual,Petrol,E,Foreign used,14
Mercedes-Benz,C300,2011,3395000,140592,Abuja,automatic,Petrol,C,Nigerian used,10
Mercedes-Benz,ML320,1998,1145000,197865,PortHarcourt,automatic,Petrol,E,Nigerian used,23
Dodge,Journey,2010,2270000,200746,PortHarcourt,automatic,Petrol,C,Nigerian used,11
Landrover,Lr3,2007,3773200,116020,Lagos,automatic,Petrol,E,Foreign used,14
Suzuki,Swift,2010,4266000,151847,Lagos,automatic,Petrol,D,Foreign used,11
Infiniti,Qx,2001,582500,155906,Lagos,automatic,Petrol,D,Nigerian used,20
Toyota,Tundra,2008,6770000,75228,Ilorin,automatic,Petrol,D,Nigerian used,13
Mercedes-Benz,C230,2005,2495000,128712,Lagos,automatic,Petrol,D,Foreign used,16
Honda,Pilot,2009,3395000,81223,Lagos,automatic,Petrol,D,Nigerian used,12
Mercedes-Benz,Ml350,2006,2270000,120229,Lagos,automatic,Petrol,C,Nigerian used,15
Toyota,Camry,2013,5274000,92318,Owerri,automatic,Petrol,C,Nigerian used,8
Acura,Mdx,2007,2586000,195122,Lagos,automatic,Petrol,D,Nigerian used,14
Honda,Pilot,2005,1802000,186729,Abuja,automatic,Petrol,D,Nigerian used,16
Hyundai,Elantra,2008,1201250,268207,Abuja,automatic,Petrol,D,Nigerian used,13
Toyota,Rav4,2007,2250000,122924,Lagos,automatic,Petrol,E,Nigerian used,14
Ford,Edge,2013,4378000,110619,Lagos,automatic,Petrol,C,Foreign used,8
Peugeot,607,2005,2250000,50278,Kaduna,automatic,Petrol,C,Foreign used,16
Mercedes-Benz,Ml550,2007,2922000,105641,Lagos,automatic,Petrol,E,Nigerian used,14
Hyundai,Sonata,2011,2250000,132247,Ilorin,automatic,Petrol,C,Nigerian used,10
Mercedes-Benz,E500,2002,1690000,190826,Owerri,automatic,Petrol,E,Nigerian used,19
Ford,Edge,2014,3370000,111996,Lagos,automatic,Petrol,C,Nigerian used,7
Nissan,Pathfinder,2007,1707500,28203,PortHarcourt,automatic,Petrol,C,Nigerian used,14
Acura,Tl,2009,4295000,77865,Lagos,automatic,Petrol,C,Foreign used,12
Ford,Edge,2011,3930000,76902,Abuja,automatic,Petrol,C,Nigerian used,10
GAC,GS5,2016,5645000,39874,Lagos,automatic,Petrol,C,Nigerian used,5
Acura,Mdx,2005,2213750,126658,Lagos,automatic,Petrol,C,Foreign used,16
Suzuki,XL-7,2002,1130000,214864,Lagos,automatic,Petrol,E,Foreign used,19
Ford,Fusion,2009,2495000,180463,Abuja,automatic,Petrol,D,Nigerian used,12
Honda,Accord,2006,1032500,110214,Lagos,automatic,Petrol,E,Nigerian used,15
Ford,Escape,2004,638750,338498,Abuja,automatic,Petrol,D,Nigerian used,17
Acura,Mdx,2009,2270000,128301,Abuja,automatic,Petrol,E,Nigerian used,12
Ford,Taurus,2013,2720000,130089,Abuja,automatic,Petrol,C,Nigerian used,8
Toyota,Camry,2006,2045000,125375,Lagos,automatic,Petrol,D,Foreign used,15
Mercedes-Benz,ML320,1999,1707500,91088,Lagos,automatic,Petrol,C,Nigerian used,22
Lexus,Rx 330,2004,4042000,207809,Abuja,automatic,Petrol,D,Nigerian used,17
Peugeot,807,2001,1914000,220372,Lagos,automatic,Petrol,D,Foreign used,20
Mitsubishi,Lancer,2008,1022500,136642,Lagos,automatic,Petrol,D,Nigerian used,13
Honda,Accord,1998,460000,215038,Lagos,automatic,Petrol,E,Nigerian used,23
Kia,Optima,2012,3594000,158707,Lagos,automatic,Petrol,C,Foreign used,9
Acura,Mdx,2007,2586000,62591,Lagos,automatic,Petrol,D,Nigerian used,14
Peugeot,301,2013,1690000,64220,Lagos,automatic,Petrol,D,Nigerian used,8
Volkswagen,Jetta,2007,1018000,142705,Lagos,automatic,Petrol,E,Nigerian used,14
Porsche,Cayenne,2004,2698000,148559,Lagos,automatic,Petrol,D,Nigerian used,17
Lexus,Rx 350,2007,4826000,94563,Lagos,automatic,Petrol,D,Foreign used,14
Renault,Laguna,2004,570000,152082,Abuja,manual,Petrol,D,Nigerian used,17
Hyundai,Veloster,2014,3594000,29211,Lagos,automatic,Petrol,B,Nigerian used,7
Toyota,Sequoia,2001,1145000,209916,Ilorin,automatic,Petrol,D,Nigerian used,20
Toyota,Camry,2007,2082000,84297,Abuja,automatic,Petrol,C,Nigerian used,14
Hyundai,Sonata,2011,3057500,173531,Lagos,automatic,Petrol,C,Foreign used,10
Toyota,Highlander,2002,2157500,99451,Lagos,automatic,Petrol,C,Nigerian used,19
Toyota,Sienna,2000,1578000,225843,Abuja,automatic,Petrol,C,Nigerian used,21
Isuzu,Rodeo,2002,685000,73840,Lagos,automatic,Petrol,E,Nigerian used,19
Honda,Accord,2006,1145000,211384,Abuja,automatic,Hybrid,D,Nigerian used,15
Toyota,Sienna,2008,3113750,220352,Lagos,automatic,Petrol,C,Foreign used,13
Mercedes-Benz,Ml350,2004,1690000,107505,Abuja,automatic,Petrol,D,Nigerian used,17
Kia,Rio,2009,794000,65121,Lagos,manual,Petrol,C,Nigerian used,12
Mitsubishi,Attrage,2014,2474000,150807,PortHarcourt,manual,Petrol,D,Nigerian used,7
Hyundai,Sonata,2011,3594000,172738,Lagos,automatic,Petrol,C,Foreign used,10
Nissan,Almera,2012,1802000,89573,Lagos,automatic,Petrol,D,Nigerian used,9
Honda,Cr-V,2007,1690000,136202,Abuja,automatic,Petrol,D,Nigerian used,14
Toyota,Corolla,2016,5050000,90152,Lagos,automatic,Petrol,C,Foreign used,5
Mercedes-Benz,C300,2008,3620000,314385,Abuja,automatic,Petrol,C,Nigerian used,13
Volkswagen,Passat,1998,638750,86851,Lagos,automatic,Petrol,D,Nigerian used,23
Toyota,Matrix,2004,1595000,149874,Abuja,automatic,Petrol,C,Nigerian used,17
Toyota,Avalon,2000,1032500,106758,PortHarcourt,automatic,Petrol,D,Nigerian used,21
Chrysler,Town & Country,2001,863750,208833,Lagos,automatic,Petrol,D,Nigerian used,20
Kia,Cerato,2015,4520000,37869,Ilorin,automatic,Petrol,E,Nigerian used,6
Volkswagen,Passat,2010,3395000,143153,Lagos,automatic,Petrol,E,Foreign used,11
Toyota,Sienna,2004,1578000,123534,Lagos,automatic,Petrol,E,Nigerian used,17
Honda,Civic,2008,1802000,141454,Abuja,automatic,Petrol,E,Nigerian used,13
Honda,Accord,2008,1707500,104068,Lagos,automatic,Petrol,D,Nigerian used,13
Mercedes-Benz,C300,2008,3947500,136312,Lagos,automatic,Petrol,C,Foreign used,13
Chrysler,Town,2002,582500,174161,Lagos,automatic,Petrol,E,Nigerian used,19
Honda,Cr-V,2005,1634000,208387,Lagos,automatic,Petrol,E,Foreign used,16
Hyundai,Santa Fe,2004,976250,213245,Lagos,automatic,Petrol,D,Nigerian used,17
Nissan,Sentra,2008,1354000,98650,Lagos,automatic,Petrol,D,Nigerian used,13
Honda,Civic,2012,2810000,107736,PortHarcourt,automatic,Petrol,C,Nigerian used,9
Mercedes-Benz,Gl450,2007,3168400,37678,Lagos,automatic,Petrol,D,Nigerian used,14
Toyota,Sienna,2017,6730000,104931,Lagos,automatic,Petrol,C,Nigerian used,4
Lexus,Es,2003,2250000,112042,Lagos,automatic,Petrol,D,Nigerian used,18
Toyota,Camry,2009,2495000,65936,Lagos,automatic,Petrol,D,Nigerian used,12
Mercedes-Benz,E350,2010,5610000,141968,PortHarcourt,automatic,Petrol,C,Nigerian used,11
Ford,Edge,2011,3930000,117753,PortHarcourt,automatic,Petrol,D,Nigerian used,10
Acura,Tl,2004,1354000,114780,Lagos,automatic,Petrol,E,Foreign used,17
Kia,Sorento,2012,2045000,57042,Lagos,automatic,Petrol,C,Nigerian used,9
Mazda,3,2007,1707500,212814,Abuja,automatic,Petrol,C,Nigerian used,14
Honda,Accord,2006,976250,124011,Lagos,automatic,Petrol,D,Nigerian used,15
Mazda,Cx-7,2007,2270000,218967,Lagos,automatic,Petrol,D,Foreign used,14
Pontiac,Vibe,2009,2213750,189092,Abuja,automatic,Petrol,C,Nigerian used,12
Toyota,Sienna,2012,7850000,70987,PortHarcourt,automatic,Petrol,D,Foreign used,9
Ford,Ranger,2015,5195000,94522,Lagos,manual,Petrol,C,Nigerian used,6
Kia,Sorento,2012,2270000,45016,Lagos,automatic,Petrol,C,Nigerian used,9
Ford,Explorer,2011,3370000,121924,Kaduna,automatic,Petrol,D,Nigerian used,10
Toyota,Camry,2012,4745000,100955,Lagos,automatic,Petrol,C,Foreign used,9
Lincoln,continental,2007,3170000,247300,Lagos,automatic,Petrol,D,Foreign used,14
Mercedes-Benz,S550,2007,4520000,99499,Lagos,automatic,Petrol,E,Foreign used,14
Honda,Accord,2012,1538750,134811,Lagos,automatic,Petrol,E,Nigerian used,9
Lexus,Rx,2006,2045000,159386,Lagos,automatic,Hybrid,D,Nigerian used,15
Landrover,Range Rover Sport,2006,3930000,150104,Lagos,automatic,Petrol,C,Foreign used,15
Honda,Cr-V,2008,4266000,183803,Abuja,automatic,Petrol,D,Foreign used,13
Lexus,Es 350,2013,6800000,57143,PortHarcourt,automatic,Petrol,C,Nigerian used,8
Toyota,Sequoia,2002,1932500,166403,Ibadan,automatic,Petrol,D,Nigerian used,19
Toyota,Corolla,2009,2250000,104999,Lagos,automatic,Petrol,D,Nigerian used,12
Mercedes-Benz,C300,2013,5645000,58254,Kaduna,automatic,Petrol,B,Foreign used,8
Toyota,Avalon,2006,2474000,192003,Ibadan,automatic,Petrol,D,Foreign used,15
Toyota,Tacoma,2006,5050000,65570,Lagos,automatic,Petrol,E,Foreign used,15
Volkswagen,Touareg,2005,1130000,109478,Lagos,automatic,Petrol,E,Nigerian used,16
Subaru,Legacy,2008,2607500,239589,Abuja,automatic,Petrol,C,Foreign used,13
Ford,Freestyle,2007,2045000,171010,Lagos,automatic,Petrol,C,Foreign used,14
Nissan,Maxima,1999,402000,139341,Lagos,automatic,Petrol,E,Nigerian used,22
Honda,Cr-V,1997,695000,212006,Lagos,automatic,Petrol,D,Nigerian used,24
Toyota,Corolla,2003,1634000,241993,Abuja,automatic,Petrol,E,Nigerian used,18
Toyota,Camry,2002,1370000,164112,Lagos,automatic,Petrol,C,Nigerian used,19
Mercedes-Benz,Ml350,2005,1585000,154204,Ibadan,automatic,Petrol,E,Nigerian used,16
Peugeot,607,2002,906000,248598,Ibadan,manual,Petrol,D,Nigerian used,19
Renault,Duster,2004,976250,84117,Lagos,automatic,Petrol,D,Nigerian used,17
Mitsubishi,L200,2012,1595000,265678,Abuja,manual,Petrol,C,Nigerian used,9
Lexus,Rx 300,2000,2250000,135864,Lagos,automatic,Petrol,E,Foreign used,21
Kia,Sorento,2003,1032500,194379,Lagos,automatic,Petrol,D,Nigerian used,18
Toyota,Camry,2005,2474000,206947,Lagos,automatic,Petrol,E,Foreign used,16
Toyota,Highlander,2001,1802000,185509,Owerri,automatic,Petrol,C,Nigerian used,20
Mitsubishi,Attrage,2013,1257500,159674,Lagos,automatic,Petrol,E,Nigerian used,8
Acura,Tl,2002,638750,195729,Lagos,automatic,Petrol,E,Nigerian used,19
Toyota,HiAce,2009,3395000,162853,Lagos,manual,Petrol,D,Nigerian used,12
Mercedes-Benz,Ml350,2010,5610000,77764,Lagos,automatic,Petrol,E,Foreign used,11
Landrover,Lr3,2006,5082500,171879,Abuja,automatic,Petrol,C,Foreign used,15
Toyota,Hilux,2007,4745000,194036,Lagos,manual,Petrol,D,Nigerian used,14
Mercedes-Benz,Clk320,2005,1802000,199024,Lagos,automatic,Petrol,C,Nigerian used,16
Toyota,Camry,2002,1201250,8705,Onitsha,automatic,Petrol,C,Nigerian used,19
Toyota,Highlander,2006,2382500,250231,Owerri,automatic,Hybrid,D,Foreign used,15
Ford,Escape,2010,3057500,153201,Abuja,automatic,Petrol,C,Foreign used,11
Ford,Ranger,2013,3370000,249590,Kaduna,manual,Petrol,C,Nigerian used,8
Mercedes-Benz,E320,2003,1707500,52033,Abuja,automatic,Petrol,C,Nigerian used,18
Lexus,Ls,2007,2810000,111338,Abuja,automatic,Petrol,C,Nigerian used,14
Mercedes-Benz,Gl450,2007,3395000,88494,Abuja,automatic,Petrol,C,Nigerian used,14
Mercedes-Benz,E550,2011,5050000,14196,Abuja,automatic,Petrol,C,Nigerian used,10
Toyota,Avensis,2007,1370000,234584,Abuja,automatic,Petrol,D,Nigerian used,14
Nissan,Xterra,2007,976250,104142,Lagos,automatic,Petrol,E,Nigerian used,14
Toyota,Sienna,1998,841250,235690,Abuja,automatic,Petrol,D,Nigerian used,23
Hyundai,Santa Fe,2001,582500,185495,Lagos,automatic,Petrol,E,Nigerian used,20
Toyota,Corolla,2003,2698000,197610,Owerri,automatic,Petrol,D,Foreign used,18
Toyota,Corolla,2009,2810000,113719,Lagos,automatic,Petrol,C,Foreign used,12
Acura,Mdx,2008,5050000,112803,Lagos,automatic,Petrol,C,Foreign used,13
Mitsubishi,Pajero,2003,1145000,143414,Lagos,automatic,Petrol,E,Nigerian used,18
Mercedes-Benz,C300,2009,4407500,170917,Lagos,automatic,Petrol,C,Foreign used,12
Lexus,ES300,2003,2270000,205043,Lagos,automatic,Petrol,C,Foreign used,18
BMW,7 Series,2003,2810000,188756,Abuja,automatic,Petrol,E,Nigerian used,18
Kia,Rio,2014,1466000,76239,Lagos,automatic,Petrol,D,Nigerian used,7
Toyota,Matrix,2004,1522000,235561,Abuja,automatic,Petrol,C,Nigerian used,17
Mercedes-Benz,E350,2012,6207500,48701,Lagos,automatic,Petrol,C,Nigerian used,9
Honda,Odyssey,2006,1100000,216052,PortHarcourt,automatic,Petrol,C,Nigerian used,15
Toyota,Highlander,2006,3057500,85602,Lagos,automatic,Petrol,C,Nigerian used,15
Mercedes-Benz,C300,2009,4745000,157093,Abuja,automatic,Petrol,C,Foreign used,12
Lexus,Rx 330,2004,2832500,106827,Lagos,automatic,Petrol,C,Nigerian used,17
Toyota,Camry,2008,2045000,102654,Onitsha,automatic,Petrol,C,Nigerian used,13
Lexus,GS 350,2008,3706000,191411,Lagos,automatic,Petrol,D,Foreign used,13
Acura,Rdx,2008,3594000,166360,Lagos,automatic,Petrol,D,Nigerian used,13
Toyota,Tundra,2005,5050000,116676,Owerri,automatic,Petrol,C,Foreign used,16
Toyota,Fortuner,2013,5645000,82404,Lagos,automatic,Petrol,D,Nigerian used,8
Toyota,Land Cruiser Prado,2006,4042000,75105,Lagos,automatic,Petrol,D,Nigerian used,15
Lexus,Is 250,2006,2810000,88840,Abuja,automatic,Petrol,D,Nigerian used,15
Volvo,Xc90,2005,2474000,158532,Lagos,automatic,Petrol,D,Foreign used,16
Toyota,Sienna,2001,1690000,306899,PortHarcourt,automatic,Petrol,C,Nigerian used,20
Toyota,Highlander,2004,1820000,183618,Abuja,automatic,Petrol,D,Nigerian used,17
Toyota,Sequoia,2004,1018000,96606,PortHarcourt,automatic,Petrol,D,Nigerian used,17
Kia,Cerato,2012,2270000,91579,Lagos,automatic,Petrol,D,Nigerian used,9
Toyota,Camry,2015,5386000,153448,Lagos,automatic,Petrol,D,Foreign used,6
Ford,Ranger,2012,3732500,167314,Abuja,manual,Petrol,C,Nigerian used,9
BMW,X5,2005,1022500,162812,Lagos,automatic,Petrol,D,Nigerian used,16
Hyundai,Elantra,2014,2832500,74289,PortHarcourt,automatic,Petrol,D,Nigerian used,7
Honda,Accord,2015,5420000,92234,Lagos,automatic,Petrol,C,Foreign used,6
Lexus,Es 350,2007,3957500,113346,Owerri,automatic,Petrol,C,Nigerian used,14
Lexus,Es,2005,2945000,102119,Lagos,automatic,Petrol,C,Foreign used,16
Saturn,VUE,2007,2101250,159324,Lagos,automatic,Petrol,C,Foreign used,14
Lexus,Rx 300,1999,1191250,143810,Lagos,automatic,Petrol,D,Nigerian used,22
Ford,Edge,2008,2250000,224799,Lagos,automatic,Petrol,C,Nigerian used,13
Honda,Accord,2011,1482500,90062,Lagos,automatic,Petrol,D,Nigerian used,10
Honda,Accord,2009,2832500,181181,Lagos,automatic,Petrol,C,Foreign used,12
Mercedes-Benz,R350,2009,3385000,195219,Ibadan,automatic,Petrol,C,Foreign used,12
Honda,Accord,2009,3845000,122632,Lagos,automatic,Petrol,C,Nigerian used,12
Jaguar,S-Type,1999,920000,132138,Onitsha,automatic,Petrol,C,Nigerian used,22
Toyota,Highlander,2008,4520000,127260,Abuja,automatic,Petrol,C,Nigerian used,13
Honda,Accord,2016,5532500,23457,Ibadan,automatic,Petrol,E,Foreign used,5
Nissan,Pathfinder,2001,920000,165828,Onitsha,automatic,Petrol,E,Nigerian used,20
Toyota,Rav4,2007,3507500,112226,Abuja,automatic,Petrol,C,Foreign used,14
Toyota,HiAce,2005,3395000,200932,Owerri,automatic,Petrol,E,Nigerian used,16
Hyundai,Creta,2016,6207500,62275,Abuja,automatic,Petrol,C,Nigerian used,5
Honda,Civic,2011,2832500,82706,Lagos,automatic,Petrol,C,Nigerian used,10
Ford,Escape,2014,5645000,44655,Abuja,automatic,Petrol,C,Nigerian used,7
Honda,Pilot,2008,1707500,173255,Onitsha,automatic,Petrol,D,Nigerian used,13
Mercedes-Benz,Gl550,2008,3395000,74007,Abuja,automatic,Petrol,D,Nigerian used,13
Honda,Accord,2008,1763750,92502,Abuja,automatic,Petrol,C,Nigerian used,13
Mercedes-Benz,Ml500,2006,2832500,82908,Lagos,automatic,Petrol,E,Nigerian used,15
Mazda,323,2000,807500,288530,Lagos,manual,Petrol,E,Nigerian used,21
Honda,Pilot,2007,1763750,79873,Lagos,automatic,Petrol,E,Foreign used,14
BMW,7 Series,2009,6770000,82742,Lagos,automatic,Petrol,D,Foreign used,12
Acura,Mdx,2010,3957500,57429,Ibadan,automatic,Petrol,E,Foreign used,11
Mercedes-Benz,C350,2009,3395000,77475,Abuja,automatic,Petrol,C,Nigerian used,12
BMW,5 Series,2008,2822500,69211,PortHarcourt,automatic,Petrol,E,Nigerian used,13
Toyota,Camry,2012,4520000,141048,PortHarcourt,automatic,Petrol,D,Foreign used,9
Acura,Mdx,2012,3957500,76943,Abuja,automatic,Petrol,C,Nigerian used,9
Suzuki,Swift,2012,2270000,38973,Lagos,automatic,Petrol,C,Nigerian used,9
Hyundai,Sonata,2011,3226250,76696,Lagos,automatic,Petrol,D,Nigerian used,10
Landrover,Range Rover Sport,2010,3395000,74345,Owerri,automatic,Petrol,C,Nigerian used,11
Toyota,Camry,2012,3620000,83009,Abuja,automatic,Petrol,D,Nigerian used,9
Nissan,Pathfinder,2000,807500,234628,Abuja,manual,Petrol,C,Nigerian used,21
Mercedes-Benz,E200,2002,920000,166031,Lagos,automatic,Petrol,E,Nigerian used,19
Honda,Pilot,2013,5070000,90164,Lagos,automatic,Petrol,D,Foreign used,8
Mercedes-Benz,C240,2005,3170000,194340,Abuja,automatic,Petrol,B,Foreign used,16
Ford,Ranger,2010,1932500,113588,PortHarcourt,manual,Diesel,E,Nigerian used,11
Honda,Accord,2006,920000,148309,Lagos,automatic,Petrol,D,Nigerian used,15
Mercedes-Benz,Ml63 Amg,2008,3957500,102118,Abuja,automatic,Petrol,D,Nigerian used,13
Nissan,Pathfinder,2007,1820000,99267,Onitsha,automatic,Petrol,C,Foreign used,14
Ford,Windstar,2003,1257500,176974,Abuja,automatic,Petrol,C,Foreign used,18
Landrover,Lr4,2010,2832500,103699,Abuja,automatic,Petrol,E,Nigerian used,11
Volkswagen,Passat,2010,2270000,120733,Lagos,automatic,Petrol,D,Nigerian used,11
Infiniti,G,2005,1707500,89054,Lagos,automatic,Petrol,D,Foreign used,16
Ssangyong,Rexton,2006,582500,130715,Lagos,automatic,Petrol,D,Nigerian used,15
Toyota,Camry,2012,4745000,72050,Abuja,automatic,Petrol,C,Foreign used,9
Mitsubishi,Montero,2002,863750,254406,Lagos,automatic,Petrol,D,Nigerian used,19
Toyota,Camry,2010,3620000,10444,Abuja,automatic,Petrol,C,Foreign used,11
Volkswagen,Passat,2001,1145000,141667,Lagos,manual,Petrol,D,Foreign used,20
Landrover,Range Rover Sport,2006,2270000,147190,Lagos,automatic,Petrol,E,Nigerian used,15
Ford,F-150,1998,1707500,278269,PortHarcourt,automatic,Petrol,C,Nigerian used,23
Hyundai,Sonata,2011,2382500,274446,PortHarcourt,automatic,Petrol,C,Nigerian used,10
Toyota,Hilux,2006,3957500,172299,PortHarcourt,manual,Diesel,D,Nigerian used,15
BMW,X5,2006,2270000,109009,Abuja,automatic,Petrol,C,Nigerian used,15
Saturn,VUE,2007,1707500,195778,Abuja,automatic,Petrol,D,Nigerian used,14
Mercedes-Benz,Gl450,2007,5610000,109703,Abuja,automatic,Petrol,C,Nigerian used,14
Nissan,Pathfinder,2006,1370000,119146,Lagos,automatic,Petrol,D,Nigerian used,15
Kia,Rio,2016,3957500,29405,PortHarcourt,automatic,Petrol,B,Nigerian used,5
Mercedes-Benz,GLK350,2013,6545000,34932,Abuja,automatic,Petrol,D,Nigerian used,8
Toyota,Venza,2009,4295000,105304,Abuja,automatic,Petrol,C,Nigerian used,12
Toyota,Sienna,2012,4407500,315547,PortHarcourt,automatic,Petrol,C,Nigerian used,9
